Product,Category,Features
First Aid Beauty Ultra Repair Cream Intense Hydration,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Anti-Aging', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Bad for Sensitive Skin', 'Good for Oily Skin', 'Silicone', 'Good for Oily Skin']"
Dove Cream Oil Ultra Rich Velvet Body Wash,moisturizers,"['Bad for Oily Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Bad for Oily Skin', 'UV Protection']"
NOONI Collagen Facial Cream #Balancing,moisturizers,"['Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Promotes Wound Healing', 'Anti-Aging', 'Bad for Dry Skin', 'Silicone', 'Silicone', 'Good for Oily Skin', 'Good for Sensitive Skin', 'Good for Sensitive Skin']"
Avene Trixera+ Selectiose Emollient Cream,moisturizers,"['Fungal Acne Trigger', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Bad for Sensitive Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)']"
Caudalie Paris Vinosource Moisture Recovery Cream,moisturizers,"['Good for Dry Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Anti-Aging', 'Silicone', 'Anti-Aging', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens']"
THE SAEM 99% Jeju Fresh Aloe Soothing Gel,moisturizers,"['Brightening', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Good for Sensitive Skin']"
CeraVe SA Renewing Lotion,moisturizers,"['Bad for Oily Skin', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Acne-Fighting', 'Promotes Wound Healing', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Paraben', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)']"
Aveeno Skin Relief Overnight Cream,moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Sensitive Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Allergens']"
CeraVe Renewing SA Cream,moisturizers,"['Bad for Oily Skin', 'Brightening', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Acne-Fighting', 'Promotes Wound Healing', 'Silicone', 'Fungal Acne Trigger', 'Paraben', 'Comedogenic Rating (2)', 'Paraben', 'Comedogenic Rating (2)']"
CeraVe SA Renewing Cream,moisturizers,"['Bad for Oily Skin', 'Brightening', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Acne-Fighting', 'Promotes Wound Healing', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Paraben', 'Comedogenic Rating (2)', 'Paraben', 'Comedogenic Rating (2)']"
Nivea Soft Moisturizing Creme,moisturizers,"['Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Silicone', 'Comedogenic Rating (2)', 'Anti-Aging', 'Paraben', 'Bad for Dry Skin', 'Paraben', 'Bad for Oily Skin', 'Paraben', 'Paraben', 'Paraben', 'Comedogenic Rating (2)', 'Bad for Oily Skin']"
Nivea Q10 Plus Anti-Wrinkle Night Face Cream,moisturizers,"['Fungal Acne Trigger', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Anti-Aging', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens']"
Shiseido Pureness Moisturizing Gel-Cream,moisturizers,"['Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Bad for Sensitive Skin', 'Paraben', 'Bad for Dry Skin']"
Estee Lauder Verite Moisture Relief Creme,moisturizers,"['Fungal Acne Trigger', 'Promotes Wound Healing', 'Anti-Aging', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Silicone', 'Bad for Oily Skin', 'UV Protection']"
"Olay Active Hydrating Cream, Original",moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'UV Protection']"
INNISFREE Perfect 9 Repair Cream,moisturizers,"['Fungal Acne Trigger', 'Brightening', 'Brightening', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Bad for Dry Skin', 'Good for Oily Skin', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Skintegra Naro,moisturizers,['Comedogenic Rating (1)']
Laneige White Dew Tone-up Cream,moisturizers,"['Fungal Acne Trigger', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'UV Protection']"
ETUDE HOUSE SoonJung Hydro Barrier Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Silicone', 'Anti-Aging']"
INNISFREE Intensive Hydrating Cream With Green Tea Seed,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Brightening', 'Anti-Aging', 'Good for Oily Skin', 'Silicone', 'Fungal Acne Trigger', 'Anti-Aging']"
Clinique Smart Treatment Oil,moisturizers,"['Comedogenic Rating (1)', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Anti-Aging']"
Laneige Perfect Renew Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Estee Lauder Re-Nutriv Creme,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Paraben', 'Paraben', 'Paraben', 'Comedogenic Rating (2)']"
Andalou Naturals 1000 Roses Heavenly Night Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Brightening', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Anti-Aging', 'Good for Oily Skin', 'Silicone', 'Good for Oily Skin', 'Good for Sensitive Skin', 'Brightening']"
Harborist Aloe Vera Gel 98%,moisturizers,"['Good for Dry Skin', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Sensitive Skin']"
INNISFREE Olive Real Power Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Aveeno Baby Daily Moisture Lotion,moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Good for Oily Skin', 'Bad for Oily Skin', 'Allergens']"
Cetaphil Intensive Moisturizing Cream,moisturizers,"['Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Paraben', 'UV Protection']"
Dr. Jart+ Ceramidin Gel-Cream,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Anti-Aging', 'Anti-Aging', 'Bad for Sensitive Skin', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Good for Sensitive Skin']"
Estee Lauder Revitalizing Supreme Plus Global Anti-Aging Cell Power Creme,moisturizers,"['Good for Dry Skin', 'Comedogenic Rating (1)', 'Brightening', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Anti-Aging']"
Viva Cosmetics Astringent Cucumber,moisturizers,"['Anti-Aging', 'Good for Oily Skin', 'Good for Oily Skin']"
Mantecorp Epidrat Calm,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Silicone', 'Anti-Aging', 'Brightening']"
INNISFREE Green Tea Fresh Cream,moisturizers,"['Good for Dry Skin', 'Good for Dry Skin', 'Good for Oily Skin', 'Fungal Acne Trigger']"
INNISFREE Perfect 9 Repair Lotion,moisturizers,"['Fungal Acne Trigger', 'Brightening', 'Silicone', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Dry Skin', 'Good for Oily Skin', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Cetaphil Moisturizing Cream,moisturizers,"['Silicone', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Anti-Aging', 'Anti-Aging', 'Bad for Oily Skin', 'Allergens']"
Dermalogica Barrier Repair,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Silicone', 'Anti-Aging', 'Brightening']"
HOLIKA HOLIKA Skin & Good Cera Ultra Emulsion,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Good for Sensitive Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (1)', 'Silicone', 'Silicone', 'Comedogenic Rating (2)', 'Anti-Aging']"
TOO COOL FOR SCHOOL Egg Cream Mask,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Estee Lauder Re Nutriv Ultimate Lift Age Correcting Creme,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Comedogenic Rating (2)', 'Anti-Aging', 'Fungal Acne Trigger']"
Neutrogena Deep Moisture Night Cream,moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Bad for Oily Skin']"
Bioderma Atoderm Cream,moisturizers,"['Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Paraben', 'Paraben', 'Comedogenic Rating (2)', 'Paraben', 'Paraben', 'Comedogenic Rating (2)']"
Shiseido IBUKI Refining Moisturizer Enriched,moisturizers,"['Bad for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Dry Skin', 'Silicone', 'Bad for Sensitive Skin', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens']"
CeraVe Facial Moisturising Lotion,moisturizers,"['Brightening', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Silicone', 'Comedogenic Rating (2)', 'Paraben', 'Paraben']"
Olay Anti-Wrinkle Firm and Lift Night Cream,moisturizers,"['Brightening', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Anti-Aging', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Silicone', 'Silicone', 'Comedogenic Rating (2)', 'Anti-Aging', 'Paraben', 'Bad for Oily Skin', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Paraben', 'Allergens', 'UV Protection', 'Allergens']"
SCINIC Snail Matrix Cream,moisturizers,"['Fungal Acne Trigger', 'Anti-Aging', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Oily Skin', 'Silicone', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Good for Sensitive Skin']"
Kiehl's Skin Rescuer,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Anti-Aging', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Comedogenic Rating (2)']"
Sunday Riley C.E.O. C + E Antioxidant Protect + Repair Moisturizer,moisturizers,"['Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Oily Skin', 'Anti-Aging', 'Anti-Aging', 'Bad for Dry Skin', 'Brightening']"
First Aid Beauty Travel Size Ultra Repair Cream,moisturizers,"['Acne-Fighting', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Anti-Aging', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Oily Skin', 'Silicone', 'Good for Oily Skin']"
Vanicream Moisturizing Skin Cream,moisturizers,"['Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin']"
Lano Lips 101 Ointment Mulitpurpose Superbalm,moisturizers,"['Comedogenic Rating (1)', 'Comedogenic Rating (1)']"
Chanel La Solution 10 de Chanel,moisturizers,"['Comedogenic Rating (1)', 'Good for Dry Skin', 'Good for Oily Skin']"
INNISFREE Canola Honey Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Silicone', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
Kiehl's Powerful Wrinkle Reducing Cream,moisturizers,"['Fungal Acne Trigger', 'Silicone', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Anti-Aging', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Bad for Oily Skin']"
Tatcha AGELESS Enriching Renewal Cream,moisturizers,"['Fungal Acne Trigger', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Dry Skin', 'Silicone', 'Silicone', 'Bad for Oily Skin']"
Weleda Iris Hydrating Facial Lotion,moisturizers,"['Good for Oily Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Bad for Dry Skin', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Fungal Acne Trigger']"
Clinelle Purifying Gel Moisturizer,moisturizers,"['Acne-Fighting', 'Brightening', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Acne-Fighting', 'Silicone', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Paraben', 'Allergens', 'Comedogenic Rating (2)', 'Good for Sensitive Skin', 'Brightening']"
MISSHA Super Aqua Oil Clear Gel Cream,moisturizers,"['Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Good for Oily Skin']"
Dermalogica Clear Start Soothing Hydrating Lotion,moisturizers,"['Comedogenic Rating (1)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Acne-Fighting', 'Anti-Aging', 'Bad for Sensitive Skin']"
Olay Age Defying Anti-Wrinkle Night Cream,moisturizers,"['Brightening', 'Silicone', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Brightening', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Paraben', 'UV Protection', 'Allergens', 'Paraben', 'UV Protection']"
Origins Mega-Mushroom Skin Relief Face Cream,moisturizers,"['Fungal Acne Trigger', 'Bad for Sensitive Skin', 'Fungal Acne Trigger', 'Brightening', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Sensitive Skin', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Silicone', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Bad for Oily Skin', 'UV Protection']"
La Roche-Posay Toleriane Ultra Night Moisturizer,moisturizers,"['Brightening', 'Silicone', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging', 'Silicone', 'Fungal Acne Trigger', 'Good for Oily Skin']"
derma e Skinbiotics Treatment Creme,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Promotes Wound Healing', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Bad for Sensitive Skin', 'Good for Sensitive Skin', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Good for Dry Skin', 'Acne-Fighting', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Good for Sensitive Skin']"
Cetaphil Daily Advance Lotion,moisturizers,"['Silicone', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Good for Dry Skin', 'Comedogenic Rating (1)', 'Anti-Aging', 'Silicone', 'Comedogenic Rating (2)', 'Anti-Aging', 'Allergens', 'Allergens']"
Caudalie Paris Vinosource Moisturizing Sorbet,moisturizers,"['Fungal Acne Trigger', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Anti-Aging', 'Anti-Aging']"
Nivea Creme,moisturizers,"['Bad for Oily Skin', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Anti-Aging', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)']"
Make P:rem Safe Relief Cream,moisturizers,"['Bad for Sensitive Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Good for Dry Skin']"
"Aveeno Daily Moisturizing Lotion, Fragrance-Free",moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Bad for Oily Skin', 'Allergens']"
Estee Lauder Swiss Performing Extract,moisturizers,"['Fungal Acne Trigger', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Silicone', 'Bad for Oily Skin', 'Anti-Aging', 'Bad for Oily Skin', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens']"
Cetaphil Moisturizing Lotion,moisturizers,"['Promotes Wound Healing', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Comedogenic Rating (1)', 'Fungal Acne Trigger', 'Silicone', 'Anti-Aging', 'Allergens', 'Allergens']"
A'pieu Madecassoside Cica Gel,moisturizers,"['Brightening', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Anti-Aging', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'Silicone', 'Good for Oily Skin', 'Promotes Wound Healing']"
Nivea Q10 Plus Anti-Wrinkle Day Face Cream,moisturizers,"['Bad for Oily Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'UV Protection', 'Silicone', 'UV Protection', 'Anti-Aging', 'UV Protection', 'Allergens', 'Allergens', 'UV Protection']"
ETUDE HOUSE Wonder Pore Clearing Emulsion,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Silicone', 'Promotes Wound Healing']"
Shiseido Benefiance WrinkleResist24 Night Emulsion,moisturizers,"['Bad for Oily Skin', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Bad for Dry Skin', 'Silicone', 'Anti-Aging', 'Bad for Dry Skin', 'Bad for Oily Skin', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Allergens', 'Comedogenic Rating (2)']"
Clinique Anti-Age Moisturizer,moisturizers,"['Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Brightening', 'Bad for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Silicone', 'Anti-Aging', 'Bad for Oily Skin']"
Clinique Dramatically Different Moisturizing Cream,moisturizers,"['Good for Dry Skin', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Silicone', 'Fungal Acne Trigger', 'Bad for Oily Skin']"
Estee Lauder Resilience Lift Night Firming/Sculpting Face and Neck Creme,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Anti-Aging', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Bad for Oily Skin', 'UV Protection']"
Clinique Moisture Surge Extended Thirst Relief,moisturizers,"['Brightening', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Silicone', 'Silicone', 'Anti-Aging', 'Good for Sensitive Skin']"
THE SAEM Fresh Bamboo Soothing Gel 99%,moisturizers,"['Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger']"
Hamilton Skin Active Urederm Cream,moisturizers,"['Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Paraben', 'Paraben', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Paraben', 'Paraben', 'Paraben', 'Comedogenic Rating (2)']"
THE SAEM Iceland Hydrating Water Volume Cream (For Combination Skin),moisturizers,"['Bad for Oily Skin', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Silicone', 'Bad for Oily Skin', 'Silicone', 'Silicone', 'Anti-Aging', 'UV Protection']"
